Garage_Cars,Gr_Liv_Area,Year_Built,Total_Bsmt_SF,Fireplace_Qu_No_Fireplace,First_Flr_SF,Lot_Area,Year_Remod_Add,Latitude,Longitude
2,1762,1920,596,1,998,7200,1950,42.027953,-93.613763
2,1580,1959,1244,0,1580,10032,1959,42.0435919,-93.614241
1,1639,1946,747,0,892,9350,1950,42.026133,-93.665271
2,1080,1983,1084,1,1080,9187,1983,41.994206,-93.607597
3,2000,1993,996,0,996,9627,1994,41.989265,-93.599996
1,1080,1958,1080,1,1080,9464,1958,42.042023,-93.612394
2,1338,2007,1338,1,1338,8640,2007,42.051802,-93.650341
1,1403,1915,698,1,754,10320,1965,42.022828,-93.599575
2,1026,1974,970,0,1026,8410,1974,41.994188,-93.601779
2,998,1945,0,1,998,9000,1950,42.032699,-93.659355
2,2439,2001,1531,0,1531,12728,2001,42.018864,-93.681196
1,1436,1921,585,0,851,6720,1950,42.017106,-93.644669
3,1836,2004,1836,0,1836,11362,2005,42.060178,-93.652724
3,1800,2007,1800,0,1800,8232,2008,42.057446,-93.651845
2,1229,1980,561,0,561,1488,1992,42.009489,-93.645743
1,1660,1934,715,0,849,11988,1995,42.018443,-93.641405
1,792,1958,792,1,792,5470,1958,42.0380659,-93.6146206
1,1502,1998,1502,0,1502,9763,1998,42.001694,-93.647403
2,1709,2004,970,1,970,2522,2004,42.018812,-93.670039
2,2345,1932,952,0,1170,16560,1950,42.017589,-93.641002
1,1369,1925,672,1,697,6629,1950,42.022825,-93.657241
1,904,1966,876,1,904,7162,1966,42.031571,-93.676873
2,1102,1980,988,0,1102,10464,1980,42.0562619,-93.633002
2,1117,1976,1029,0,1117,7819,1976,42.019849,-93.675175
2,864,1971,864,1,864,9000,2006,42.056461,-93.6223289
3,1795,2006,1795,0,1795,9986,2007,42.054514,-93.64396
2,1513,1999,1462,0,1513,15750,2000,42.0181479,-93.67915
2,1806,1964,780,1,993,7570,1964,42.037049,-93.604987
2,1729,2002,860,1,860,8158,2002,42.016212,-93.68675
0,1664,1965,0,1,1664,9825,1965,42.021041,-93.677553
1,808,1958,808,1,808,5175,2000,42.036223,-93.628582
2,1640,2003,798,1,798,7226,2003,42.014435,-93.687674
3,2285,2000,969,0,997,11000,2000,42.055751,-93.652894
3,1616,2005,1616,1,1616,8688,2005,42.053183,-93.643635
1,836,1975,836,1,836,2280,1975,42.050681,-93.625966
2,1742,1882,916,0,916,17671,1986,42.028104,-93.610582
2,1536,1930,928,0,928,6240,1950,42.031337,-93.621482
2,2654,1920,671,0,1567,16779,1996,42.034421,-93.662239
2,1986,2003,847,0,847,8396,2003,42.061312,-93.640051
2,1226,1978,1226,0,1226,3880,1978,42.043704,-93.648143
2,1266,2007,1266,0,1266,3182,2007,42.062004,-93.643039
2,990,1994,990,1,990,9750,1994,42.021173,-93.692009
2,2020,1995,1128,0,1142,9828,1995,42.030678,-93.682176
1,1422,1960,978,0,1422,12342,1978,42.043121,-93.624745
3,1850,2004,1833,0,1850,16033,2005,42.060342,-93.658788
3,2398,1996,1379,0,1383,11787,1997,42.052247,-93.655905
1,1111,1941,616,1,616,9084,1950,42.02283,-93.659949
0,1184,1910,658,1,658,8410,1996,42.022641,-93.659222
0,858,1958,858,1,858,7207,2008,42.035256,-93.629287
2,1479,1981,725,0,725,12090,2003,42.0545,-93.637816
2,1506,2008,1498,0,1506,14587,2008,42.054366,-93.642092
2,1151,2006,1141,1,1151,3523,2007,42.0474249,-93.64733
2,1709,1999,1698,0,1709,5119,2000,42.046085,-93.647044
2,1717,1990,1156,0,1187,13758,1991,41.997992,-93.644366
3,1531,2006,1504,0,1531,10872,2006,42.060575,-93.65476
0,1142,2005,1142,1,1142,7733,2005,42.037843,-93.692575
3,2482,2005,1094,0,1133,12665,2006,41.993261,-93.647569
2,2069,1960,585,0,2069,27650,2007,42.039568,-93.604106
1,1176,1958,1158,0,1176,13770,1998,42.034018,-93.661985
1,1008,1954,1008,0,1008,11425,1954,42.038351,-93.622649
2,1158,2004,1158,1,1158,13072,2004,42.037827,-93.690959
2,1709,2004,970,1,970,2522,2004,42.018813,-93.670063
0,720,1920,720,1,720,7879,1950,42.023218,-93.605207
2,1390,1957,1705,0,1390,39384,1957,42.052519,-93.616439
2,1466,1936,796,0,1096,10800,1989,42.034761,-93.613899
1,1008,1953,1008,1,1008,8923,2006,42.039369,-93.617075
1,1092,1957,1092,0,1092,14850,1957,42.043626,-93.613296
2,1004,1970,1004,0,1004,11241,1970,42.055147,-93.626231
2,1088,1963,1088,1,1088,8308,1963,42.021221,-93.676222
1,1357,1959,1019,0,1357,11512,2006,42.027332,-93.666147
2,1314,2007,1314,0,1314,5063,2008,42.058368,-93.649649
2,1002,1970,1002,1,1002,8750,1970,42.054626,-93.626554
3,2078,2007,1034,0,1050,10800,2008,42.0520487,-93.6430423
1,1040,1965,1040,1,1040,11200,1965,42.033225,-93.669806
3,3279,2003,1650,0,1690,53504,2003,42.061239,-93.62655
2,1342,2003,698,0,698,8174,2003,42.063283,-93.640065
2,1671,2000,959,0,959,10852,2000,42.057838,-93.64136
2,1463,1998,1463,1,1463,14753,1998,42.019784,-93.691355
1,864,1972,864,0,864,15523,1972,42.020666,-93.683157
1,1646,1941,918,0,918,7128,1950,42.016217,-93.644698
1,912,1958,912,1,912,7535,1985,42.042577,-93.621352
2,2161,1950,832,0,1218,12392,2000,42.014567,-93.64293
2,1321,1990,1312,0,1321,5118,1990,42.059304,-93.631633
3,1254,2008,1254,1,1254,10324,2008,42.024765,-93.69157
0,1006,1959,1006,1,1006,9000,1959,42.033454,-93.665521
1,950,1971,950,1,950,9758,1971,42.053547,-93.627112
2,1797,2006,939,1,939,9245,2006,42.014823,-93.684137
2,1355,1941,728,1,760,6221,1950,42.017573,-93.640497
2,1962,1915,888,0,888,8094,1950,42.028888,-93.621674
1,1073,1921,1073,1,1073,5400,1968,42.037001,-93.613965
1,1510,1920,755,1,755,4899,1950,42.018808,-93.648417
3,2690,2003,1765,0,1804,16451,2003,42.058694,-93.654914
2,756,1927,660,1,756,9259,1950,42.03387,-93.663619
2,1375,1954,1367,0,1375,11310,1954,42.040252,-93.618593
3,2646,1993,1347,0,1372,9900,1993,42.049701,-93.654048
2,1668,2003,1657,0,1668,10635,2003,42.01404,-93.687922
2,810,1971,782,1,810,10820,1972,42.029453,-93.678165
2,1208,1925,780,1,848,6240,1950,42.023085,-93.626716
2,1217,1990,1188,1,1217,9947,1991,41.995905,-93.602356
3,1685,2006,1685,0,1685,11824,2006,42.052267,-93.642046
2,1404,1969,1188,0,1404,13383,2000,41.9928219,-93.600636
2,1069,1975,1069,0,1069,4043,1975,42.050595,-93.627169
2,1686,1980,1686,0,1686,10240,1980,42.053418,-93.636044
1,2340,1941,1152,0,1188,9042,2006,42.014682,-93.642793
1,1375,1956,1240,0,1375,14175,1998,42.032528,-93.664037
1,1093,1958,869,1,1093,8516,2006,42.0272664,-93.6043548
2,1499,1995,781,0,795,12438,1995,42.021209,-93.688302
2,2454,1879,819,0,1312,13500,1987,42.02819,-93.612061
3,1240,2006,1240,1,1240,8556,2006,42.024633,-93.69003
2,1133,1950,795,1,765,8064,1950,42.035787,-93.61061
2,1733,2004,847,0,847,8577,2004,42.061193,-93.642447
2,2082,2003,1362,1,1362,11426,2003,42.0304142,-93.6195822
3,2198,2000,1145,0,1145,14260,2000,42.055748,-93.653324
0,1080,2004,1080,1,1080,7500,2005,42.037836,-93.692497
2,1496,1960,1296,1,1496,9600,1960,42.0380577,-93.6285065
3,1552,2005,1552,1,1552,10084,2006,42.016004,-93.684116
2,1362,1961,1362,0,1362,10197,1961,42.047782,-93.616552
2,1486,1964,1486,1,1486,9937,1999,42.021246,-93.677407
2,1220,2005,1220,0,1220,3182,2006,42.062081,-93.642911
0,1195,1946,1195,1,1195,8741,1950,42.020504,-93.664686
3,2500,2005,1168,0,1168,13543,2005,42.061394,-93.628831
1,1820,1925,1026,1,1133,9120,1950,42.028426,-93.625556
2,1285,1977,660,0,1285,8197,1977,42.030591,-93.672119
1,864,1968,864,1,864,7832,1968,42.030519,-93.676674
2,1033,1976,456,1,1033,12102,1976,42.019997,-93.673447
2,1484,2006,1476,0,1484,9037,2006,41.9941,-93.650561
2,1573,2002,1573,1,1573,9808,2002,42.016399,-93.691175
2,2514,1990,1216,1,1298,11170,1991,41.999342,-93.646172
1,1202,1956,1202,1,1202,8750,1956,42.04297,-93.614768
2,1588,1999,1588,1,1588,10264,1999,42.017631,-93.690215
1,1656,1916,660,1,808,10410,1987,42.037679,-93.6144209
1,907,1957,907,1,907,8593,1957,42.044773,-93.622673
2,1964,2005,1100,0,1116,12447,2006,42.055056,-93.642317
2,1060,1976,1040,0,1060,4224,1976,41.992917,-93.605355
2,1236,1957,912,1,1236,7407,1996,42.03005,-93.608246
3,2538,1996,1325,0,1335,9044,1997,42.052416,-93.653864
2,1478,1957,1478,0,1478,8400,1957,42.044125,-93.61864
2,848,2003,848,1,848,4435,2003,42.016277,-93.681121
0,1198,1920,901,1,1088,5586,1998,42.0262558,-93.621921
2,952,1951,952,1,952,7350,1951,42.039531,-93.615621
1,1638,1957,967,1,967,9060,1957,42.02153,-93.625147
2,1762,2002,826,1,878,9930,2002,42.018664,-93.686288
2,1749,1999,842,1,856,9272,1999,42.0168729,-93.691931
2,2555,1922,588,0,1423,11526,1994,42.017834,-93.646438
1,1346,1910,560,1,796,11767,2000,42.01965,-93.664821
2,1034,1978,456,0,1034,8014,1978,42.031342,-93.672651
2,1336,1958,1121,0,1336,9610,1958,42.044254,-93.612566
3,1574,2006,1574,0,1574,11957,2006,42.055102,-93.642334
4,2640,1880,1240,0,1320,11700,2003,42.029305,-93.612245
2,1055,1975,1057,0,1055,2280,1975,42.050682,-93.625945
2,1659,2000,1501,0,1659,5664,2000,42.061981,-93.633739
2,1341,1990,1300,0,1341,10176,1990,42.057268,-93.634626
2,1626,1994,1602,0,1626,9938,1994,42.03085,-93.682029
1,1144,1956,1144,1,1144,9571,1956,42.024208,-93.667708
2,2715,1976,1142,0,1175,8963,1996,42.044058,-93.630152
2,1097,1984,1040,1,1097,9672,1985,42.034555,-93.685028
2,1652,1959,1592,0,1652,22002,1991,42.0417604,-93.6249615
3,2452,2003,2452,0,2452,15274,2003,42.058782,-93.65486
2,1936,2000,1406,0,1454,11194,2000,42.060836,-93.641467
0,866,1945,686,1,866,3880,1997,42.0318018,-93.6082631
2,1608,1997,945,0,945,10179,1997,42.059956,-93.639388
2,1190,1993,1181,0,1190,7250,1993,42.058194,-93.635824
2,764,1925,680,1,764,5232,2004,42.034128,-93.619415
2,1252,1908,504,1,936,7438,1991,42.035666,-93.628176
0,1560,1912,780,1,780,12900,2009,42.028875,-93.621835
2,1534,2006,1524,0,1534,10612,2006,42.054417,-93.642261
2,1245,2004,1235,1,1245,3435,2005,42.048191,-93.646113
2,1302,2005,1302,0,1302,3901,2006,42.059175,-93.649828
1,1380,1963,1380,1,1380,10143,1963,42.04015,-93.607655
1,943,1958,0,1,943,11515,1994,42.025001,-93.663517
2,1378,2004,1378,0,1378,4379,2004,42.047618,-93.647974
2,1786,1965,1499,0,1619,164660,1965,41.998543,-93.658875
2,1743,1968,702,0,1041,11700,1968,42.050372,-93.636497
1,1274,1939,728,1,728,6125,1998,42.033482,-93.624715
2,1054,1969,1054,1,1054,9750,1969,42.05539,-93.627875
1,1601,1958,533,1,1021,13825,1987,42.03392,-93.662134
1,1211,1968,952,0,1211,8250,1968,42.034409,-93.656979
2,1239,1995,1230,0,1239,11064,1995,42.044419,-93.648705
2,2144,1958,1444,0,1444,159000,2006,42.027956,-93.682439
2,969,1975,969,1,969,10356,1975,42.021025,-93.684354
2,2601,1921,612,1,990,9842,1998,42.019092,-93.646748
2,1495,1989,1495,0,1495,12890,1989,41.999812,-93.644679
2,1344,1958,819,0,1344,14375,1958,42.001246,-93.64978
2,1576,1961,1208,0,1576,11475,1961,42.039463,-93.622685
3,1710,2007,1710,0,1710,13891,2008,42.0624143,-93.6566551
2,1365,1973,765,0,765,2160,1973,42.0524739,-93.6292319
2,1037,1974,1037,1,1037,10751,1974,42.03466,-93.660522
2,848,2003,848,1,848,4435,2004,42.016274,-93.681297
2,1535,2004,1517,1,1535,10171,2004,42.060298,-93.652307
2,1385,1952,910,1,910,8520,1952,42.0347571,-93.609218
2,1281,1926,756,1,903,6120,1950,42.032505,-93.621504
2,1256,2008,1145,0,1256,4217,2008,42.047253,-93.646916
2,2673,1980,1043,0,1539,12388,1991,42.052102,-93.638366
2,1296,1967,0,1,1296,10791,1967,42.033388,-93.671213
2,1358,2002,1348,0,1358,11088,2002,42.017055,-93.685504
1,980,1967,980,1,980,9750,1967,42.046496,-93.627935
1,725,1890,630,1,725,10800,1998,42.03528,-93.612254
3,2795,2005,1390,0,1390,15922,2006,42.059957,-93.626337
3,2475,1998,1629,0,1645,17433,1998,42.053243,-93.652334
2,1671,1978,1427,0,1671,10928,1986,42.052507,-93.63745
2,1797,1993,1152,0,1152,12961,1994,41.989185,-93.600147
2,1792,2000,936,0,962,10261,2000,42.057986,-93.641331
2,936,1953,936,1,936,6000,1953,42.0310603,-93.6129105
2,1145,2006,1145,1,1145,3203,2006,42.06257,-93.641635
2,2061,1974,1165,0,1165,9600,1974,42.044821,-93.630714
2,2058,1917,735,0,1134,9600,1950,42.02793,-93.616885
2,1040,1950,0,1,1040,7200,1950,42.036099,-93.608904
1,1050,1954,1050,1,1050,8092,2000,42.040745,-93.618481
1,1507,1960,1075,1,1507,7910,1960,42.035813,-93.60688
2,1412,1988,1392,0,1412,11457,1988,41.997684,-93.646455
2,1405,2003,1405,0,1405,3242,2003,42.057209,-93.650608
2,1360,1984,1220,0,1360,5814,1984,42.059242,-93.633245
3,1792,2005,1792,0,1792,13758,2006,42.059636,-93.654997
2,1934,1977,1122,0,946,11900,1977,42.056796,-93.623975
2,1548,1976,804,0,804,2308,1976,42.050705,-93.624729
1,1352,1958,1062,1,1352,6930,1958,42.0331453,-93.6578344
1,1520,1932,793,1,848,4500,2000,42.019713,-93.652027
2,1710,2007,1710,0,1710,8118,2007,42.058896,-93.629808
3,1416,1915,876,0,876,12665,1950,42.029058,-93.620179
3,2687,2000,1455,0,1466,12720,2000,42.055626,-93.650957
2,2097,1998,1108,0,1108,9750,1998,42.017858,-93.682686
1,1412,1939,780,0,825,6000,1950,42.033347,-93.623515
1,1531,1947,756,0,1169,9350,1979,42.025173,-93.66526
2,1982,1986,572,0,1182,13607,1986,42.010636,-93.644864
1,808,1945,0,1,808,6120,1995,42.032476,-93.622566
1,1253,1960,1253,0,1253,10920,1960,42.038686,-93.605659
2,2199,1997,1173,0,1182,9660,1997,42.053879,-93.654594
2,1626,2003,764,1,764,2268,2004,42.057467,-93.650238
2,1226,1980,1226,0,1226,3874,1980,42.042826,-93.649352
1,1422,1926,1290,1,1422,7223,1950,42.017888,-93.646817
2,2013,1996,1117,0,1127,9920,1997,42.052361,-93.655159
1,1050,1971,1043,1,1050,8510,1971,42.055154,-93.62655
3,2009,1928,672,0,1337,19950,1950,42.02821,-93.661562
1,987,1972,483,0,483,1680,1972,42.051664,-93.629516
1,972,1948,972,0,972,8000,2002,42.034746,-93.617182
3,1838,1997,1838,1,1838,10126,1998,42.016262,-93.68031
2,1324,1976,1228,0,1324,8991,1976,42.051039,-93.633757
1,1296,1924,1107,0,1296,4853,1999,42.022674,-93.655762
2,2522,2004,2208,0,2522,7296,2005,42.062903,-93.634265
2,1411,1977,1386,0,1411,11900,1977,42.055081,-93.635056
1,1573,1935,884,1,989,6120,1995,42.03246,-93.623644
2,1325,1948,409,0,1325,17541,2005,42.026185,-93.669606
2,2126,1967,1013,1,1160,28698,1967,42.0255464,-93.6825646
2,1446,1996,729,0,729,21872,1997,42.0623,-93.636948
3,1392,2002,1441,0,1392,10000,2002,41.995218,-93.607551
1,1768,1937,731,0,981,7200,1950,42.018921,-93.6461654
3,1939,2006,1095,0,1095,10728,2006,42.052346,-93.642862
3,1712,2002,1712,0,1712,16770,2003,42.057019,-93.654405
1,886,1938,190,1,886,5784,1996,42.030523,-93.610469
1,1133,2008,192,1,1133,9836,2008,42.0342174,-93.6195726
2,1212,1977,506,0,1212,8471,1995,42.035094,-93.677012
0,2592,1923,1296,1,1296,10890,1950,42.018761,-93.65181
2,1951,1900,938,1,1084,7745,1950,42.030396,-93.618335
2,1694,1925,1181,0,1390,8400,1950,42.017413,-93.651785
2,1334,1977,1350,0,1334,9650,1977,42.043842,-93.637905
2,1414,2004,1375,0,1414,3072,2004,42.062374,-93.641321
2,1211,1976,1211,0,1211,13068,1976,42.054211,-93.630299
2,2232,1993,1173,0,1215,11692,1994,42.050215,-93.652117
2,1732,1985,741,0,977,9206,1985,42.03374,-93.685001
2,848,2004,848,0,848,4426,2004,42.015927,-93.682991
1,952,1896,756,1,952,8712,1950,42.02152,-93.60775
2,1032,1978,1032,0,1032,10395,1978,42.05622,-93.632669
1,1377,1960,1377,0,1377,8000,1960,42.034685,-93.605942
2,1188,1956,988,0,1188,14175,1956,42.032495,-93.665355
2,1069,1977,1069,0,1069,4043,1977,42.049672,-93.627232
2,1986,1965,768,0,1186,13600,1990,42.048724,-93.615558
2,2152,2007,1582,0,1582,16659,2008,42.061133,-93.6554248
2,1650,1910,926,1,991,8398,1990,42.0280396,-93.6188503
1,1271,1948,720,0,720,21286,1950,42.033423,-93.657958
1,2080,1926,1276,0,1276,10918,2004,42.016067,-93.644636
2,2872,1977,1330,0,1542,12227,1995,42.054455,-93.635111
2,1144,1961,1144,1,1144,7875,1961,42.0470858,-93.6178602
0,816,1910,624,0,816,3300,1950,42.0276972,-93.6148612
1,1750,1940,983,1,983,12508,1985,41.98658,-93.608291
2,2228,1979,0,1,1114,7018,1979,42.031623,-93.679109
2,1740,1968,1740,0,1740,11050,1968,42.049141,-93.634976
3,1944,2003,1896,0,1944,12378,2004,42.061544,-93.643412
1,1276,1958,1276,1,1276,9571,1958,42.023916,-93.667209
1,1057,1955,1057,1,1057,10519,1999,42.025524,-93.667188
2,1200,2004,600,1,600,3215,2004,42.048566,-93.645599
2,2380,1965,1021,0,1465,18450,1979,42.046882,-93.615535
1,1022,1922,1022,0,1022,4480,1950,42.03131,-93.62024
2,2350,1920,973,1,1377,9600,1960,42.028287,-93.617386
2,1776,2002,936,0,936,14006,2002,42.016217,-93.691243
2,1872,2001,1299,0,1299,11885,2001,42.01877,-93.682623
1,1096,1969,1096,1,1096,15870,1969,42.055131,-93.62626
2,1884,2003,926,0,1016,7000,2003,42.049106,-93.639516
0,1158,2004,1158,1,1158,7500,2004,42.037661,-93.692472
2,1053,1958,1008,1,1053,8973,1991,42.040273,-93.621362
2,1921,1964,1921,1,1921,11136,1964,42.034576,-93.65565
1,971,1969,971,0,971,9920,1969,42.019697,-93.684982
1,1984,1910,1242,1,1242,8094,1983,42.02903,-93.621676
2,1929,2001,1057,0,1057,7050,2001,42.048488,-93.639515
1,1004,1930,502,0,502,3960,1950,42.031347,-93.615681
2,1220,1971,1625,0,1220,13001,1971,42.049832,-93.634714
2,1330,2006,1330,0,1330,8334,2007,42.01343,-93.684285
2,1152,1964,1152,0,1152,14112,1964,42.041146,-93.627809
2,954,1976,911,1,954,10780,1976,42.021388,-93.686629
1,882,1959,0,1,882,8339,1959,42.042479,-93.62232
1,1716,1949,768,0,1148,11409,2008,42.0247212,-93.66104
2,1430,1999,384,0,774,7848,1999,42.058668,-93.640879
2,1434,2001,1454,0,1434,8529,2001,42.036905,-93.6888
2,2253,2005,1209,0,1209,12867,2006,42.060424,-93.654831
1,630,1970,630,1,630,1526,2002,41.992185,-93.603479
1,1904,1950,1208,1,1136,7200,1982,42.037233,-93.60891
2,1560,1960,1560,0,1560,25485,1960,42.012488,-93.640326
2,1652,2008,1600,0,1652,5587,2008,42.009326,-93.616242
1,987,1973,483,1,483,1953,1973,42.0527019,-93.627932
2,715,1929,715,1,715,10914,1950,42.037097,-93.610772
3,1350,1941,576,1,864,8375,1973,42.033559,-93.660521
2,1065,1960,1065,1,1065,8892,1960,42.04227,-93.624606
2,1525,2000,756,0,769,2117,2000,42.046145,-93.645595
3,2042,2008,2042,0,2042,12704,2009,42.062992,-93.654144
3,1670,2006,1670,0,1670,14859,2006,42.06281,-93.635967
1,952,1916,952,0,952,8854,1950,42.031542,-93.626116
1,925,1956,925,1,925,8540,2003,42.039482,-93.612414
1,1336,1953,1165,0,1336,15750,1953,42.01359,-93.639428
2,1728,1965,1728,1,1728,13101,1965,42.048185,-93.624632
2,1396,2007,608,0,608,11069,2007,42.013392,-93.6843
2,1478,1960,1478,0,1478,17600,1960,42.040766,-93.606573
2,1432,1978,1360,0,1432,16157,1978,42.044989,-93.645589
2,1312,1958,1312,0,1312,11355,2001,42.041173,-93.605189
1,1078,1925,1054,1,1078,10230,1950,42.036002,-93.615465
3,1499,1946,904,0,904,9000,1950,42.033249,-93.607771
2,1696,2003,835,1,835,10110,2003,42.035271,-93.692431
2,1458,2006,608,1,608,13204,2007,42.062279,-93.64573
2,1803,1957,1134,0,1803,13125,2000,42.03247,-93.665505
2,1603,1923,784,0,819,9650,1950,42.019833,-93.642886
1,1092,1972,546,1,546,1484,1972,41.992159,-93.603524
2,1640,1954,1296,0,1640,14778,2006,42.012488,-93.640293
1,1141,1967,1141,1,1141,9600,1967,42.04657,-93.626345
3,2127,1991,1104,0,912,13125,1991,42.032467,-93.683309
2,2291,1999,975,0,1005,8738,1999,42.058461,-93.641053
2,990,1994,990,1,990,9245,1995,42.019153,-93.691612
2,1616,1995,1595,0,1616,5389,1996,42.06112,-93.632852
2,1256,1986,1256,0,1256,18265,1986,41.9976055,-93.6470597
1,936,1956,936,1,936,5868,2000,42.0381282,-93.6192014
1,2008,1948,896,1,1112,7800,2002,42.026667,-93.662765
2,2726,1986,279,0,2726,18044,1986,42.010076,-93.640182
3,1780,2004,1780,0,1780,14828,2005,42.059825,-93.655461
2,816,1982,816,1,816,6600,2003,41.988076,-93.603916
1,2403,1940,1032,0,1207,24090,1950,42.033454,-93.656231
2,1530,2005,1530,0,1530,16158,2005,42.058439,-93.629357
2,2009,1939,989,0,1245,6240,1950,42.031496,-93.621485
2,2462,2005,1392,0,1392,19378,2006,42.062828,-93.636052
2,1114,2003,1114,1,1114,12450,2004,42.037756,-93.690159
1,1576,1928,1042,0,1042,6240,1950,42.031436,-93.621484
3,1976,1998,1044,0,1079,9660,1998,42.05384,-93.654519
1,1158,1929,862,0,950,6000,1950,42.033321,-93.623514
2,1074,1956,894,0,1074,7450,1956,42.042485,-93.621344
2,1682,1998,804,1,804,8750,1998,42.01867,-93.688258
2,1801,1959,1501,0,1801,15602,1997,42.010797,-93.641677
3,1964,2005,1964,0,1964,11447,2006,41.993611,-93.647214
2,1094,1953,1094,0,1094,10452,1953,42.027555,-93.665571
3,2161,2007,1582,0,1610,10562,2007,42.059561,-93.650917
2,848,2004,848,1,848,4426,2004,42.016254,-93.68369
2,1358,2007,1350,0,1358,7301,2008,42.058377,-93.649587
2,1482,1992,384,0,812,9125,1992,42.05817,-93.637917
3,2243,1990,700,0,1122,13474,1991,42.033576,-93.684102
2,1983,1999,978,0,1005,10762,1999,42.058201,-93.639325
1,1298,1941,720,0,854,8212,1950,42.022088,-93.656664
2,1641,1925,728,0,832,9600,1990,42.03139,-93.618489
2,1677,2001,827,1,827,8450,2001,42.036089,-93.688803
2,2554,1890,718,1,1576,10800,1998,42.026089,-93.608678
1,630,1970,630,1,630,1477,1970,41.99217,-93.603111
2,1556,1980,716,0,716,1950,1980,42.009489,-93.645743
2,1142,2005,1142,1,1142,3010,2006,42.063301,-93.642241
3,1718,2007,1705,0,1718,10637,2008,42.026482,-93.688859
2,1508,2009,1508,0,1508,17485,2010,42.024126,-93.665799
2,1116,1974,1116,0,1116,10140,1974,42.052355,-93.632178
1,704,1946,560,1,704,4280,2001,42.032681,-93.659205
2,1577,2005,1577,0,1577,7841,2005,42.056827,-93.653414
3,1555,2007,1373,0,1555,3684,2007,42.062562,-93.641561
2,1302,2007,1302,1,1302,8993,2007,42.062887,-93.644377
1,1074,1950,663,0,1074,11479,1987,42.026533,-93.66357
1,1064,1952,864,1,1064,10950,1952,42.040396,-93.615622
2,1714,2005,1714,0,1714,8147,2005,42.058563,-93.63007
2,1812,1900,360,0,1032,7630,1996,42.026741,-93.620386
2,1310,2001,1310,0,1310,4538,2001,42.046377,-93.646986
2,1419,2007,1419,0,1419,8089,2007,42.058893,-93.630074
2,1906,1954,1310,0,1906,17500,1954,42.0125,-93.639407
2,1051,1968,1051,1,1051,9600,1968,42.045706,-93.625976
1,1068,1923,1124,0,1068,6120,1950,42.032302,-93.620409
1,1479,1969,864,1,864,10544,1969,41.9913,-93.599791
2,1658,1995,773,0,773,8000,1996,42.059411,-93.637763
2,1348,1966,660,0,660,7590,1966,42.036792,-93.603704
2,1586,1999,960,1,962,2645,1999,42.047171,-93.641785
3,1966,2007,1966,0,1966,12291,2007,42.054354,-93.642243
1,1469,1906,756,1,756,10320,1995,42.023716,-93.62458
0,1828,1923,859,1,942,9060,1999,42.022685,-93.62826
2,1567,1966,1562,0,1567,14695,2008,42.048608,-93.615602
1,897,1968,876,1,897,8665,1968,42.031215,-93.675714
2,2318,2005,960,0,960,9512,2006,42.051077,-93.639516
2,1724,1967,1680,0,1724,17871,1976,42.046476,-93.631851
1,2192,1939,720,0,1052,8400,1997,42.018715,-93.65181
1,1068,1963,1059,1,1068,8414,2003,42.0333,-93.675399
2,1920,1948,928,1,928,11345,1950,42.03465,-93.621485
1,1383,1960,1383,1,1383,11600,1960,42.044975,-93.612886
1,874,1971,864,1,874,6953,2004,41.991558,-93.601449
2,1554,2006,1554,0,1554,4590,2006,42.05826,-93.649397
1,1411,1955,1204,0,1411,12198,1975,42.04302,-93.612301
1,816,1957,816,1,816,7100,1957,42.038297,-93.609073
1,1056,1955,1056,1,1056,13600,1955,42.0383475,-93.6136767
2,1226,1978,1226,0,1226,3876,1978,42.043351,-93.649329
0,1768,1968,1768,1,1768,10778,1968,42.033387,-93.671076
2,864,1971,864,1,864,7560,1971,42.054328,-93.630208
4,2034,1953,0,1,2034,43500,1953,41.992318,-93.610118
2,1552,1975,713,0,811,11475,1975,42.050176,-93.637191
1,887,1984,864,1,887,10447,1984,41.986588,-93.604858
2,856,1939,856,0,856,7890,1950,42.0177987,-93.6514413
2,1553,1996,691,1,691,7875,1996,42.059562,-93.637865
2,1264,1914,676,1,676,15564,1995,42.01789,-93.646288
2,1003,1984,1003,1,1003,7937,1984,41.988964,-93.604776
2,1484,1971,1484,0,1484,12243,1971,42.050075,-93.634581
2,908,1940,822,1,908,12172,1996,42.0392,-93.621503
1,876,1959,876,1,876,6410,1959,42.019423,-93.666315
2,1258,1971,1258,1,1258,11040,2004,42.048762,-93.631526
2,1675,1999,1666,1,1675,7915,2000,41.99639,-93.646645
3,1590,2005,1570,1,1590,11645,2006,42.023306,-93.689084
2,1313,1961,1313,0,1313,9350,1995,42.038492,-93.628658
3,2121,2006,2121,0,2121,14450,2007,42.0619544,-93.6570383
3,2389,2006,1054,0,1054,10672,2006,42.060357,-93.653452
0,1025,1962,1025,1,1025,7000,1962,42.0345614,-93.6050674
1,1764,1957,0,0,1764,8838,1982,42.039445,-93.612264
2,1759,1992,1449,0,944,16698,1993,42.02792,-93.679297
2,1728,1963,1728,1,1728,9100,1963,42.036087,-93.675963
2,1710,1993,832,1,832,9291,1993,42.036839,-93.687847
1,1038,1984,1038,1,1038,3869,1984,42.0246868,-93.6643138
1,2007,1900,917,1,1090,8400,1950,42.029001,-93.610588
1,1396,1915,698,1,698,8730,2003,42.027088,-93.625284
4,872,1971,858,1,872,8294,1971,42.05346,-93.628047
