Garage_Cars,Year_Built,Gr_Liv_Area,Total_Bsmt_SF,First_Flr_SF,Wood_Deck_SF,Fireplace_Qu_No_Fireplace,Garage_Area,Second_Flr_SF,Lot_Area
2,2005,1716,858,858,0,1,615,858,8125
1,1959,1194,1194,1194,0,1,312,0,8760
1,1967,1073,1073,1073,0,1,270,0,9981
1,1935,1738,1024,1144,0,0,240,594,7010
1,1939,1274,728,728,0,1,224,546,6125
2,2008,1436,1436,1436,0,1,529,0,7993
1,1953,1154,864,1154,63,1,336,0,11556
2,1920,1762,596,998,36,1,576,764,7200
1,1955,1057,1057,1057,0,1,288,0,10519
3,2006,1402,1258,1402,120,0,648,0,3922
2,1988,1872,1845,1872,197,0,604,0,10400
2,2001,1961,804,804,125,0,560,1157,12209
2,1961,1433,1251,1433,144,0,441,0,9600
2,2000,2256,952,980,224,0,554,1276,8795
3,2000,1865,992,992,0,0,839,873,10316
1,1940,612,0,612,0,1,308,0,5925
0,1910,816,624,816,0,0,0,0,3300
2,2007,1361,1351,1361,0,1,610,0,9627
1,1966,1059,1059,1059,0,1,286,0,9000
2,1976,1548,804,804,108,0,440,744,2308
3,2000,2285,969,997,0,0,648,1288,11000
3,2007,1620,1620,1620,228,0,912,0,12898
3,2005,2331,1414,1414,192,0,1003,917,12151
2,1927,1718,851,867,291,0,264,851,7230
3,1993,2349,1231,1251,32,0,762,1098,13143
2,1923,1635,1065,915,0,0,440,720,8737
2,2001,1419,1419,1419,155,0,588,0,4385
1,1962,999,999,999,0,1,264,0,7758
0,1987,1200,1200,1200,120,1,0,0,10800
1,1927,968,656,968,0,1,216,0,10800
2,2001,1434,1454,1434,290,0,527,0,8529
1,1954,948,948,948,0,0,280,0,8190
1,1937,1375,780,780,0,0,544,595,9000
2,1955,1588,768,1024,0,1,480,564,7200
2,1986,2093,791,1236,364,0,542,857,20544
1,1957,1600,1484,1600,288,0,319,0,16321
3,2008,2020,2020,2020,192,0,896,0,12350
1,1962,1696,1140,1696,0,0,349,0,13673
2,1926,1285,861,861,96,1,506,424,7000
2,2003,848,848,848,140,1,420,0,4435
2,1940,1656,801,1095,187,1,440,561,7628
2,1986,1651,1606,1651,192,0,616,0,12416
1,1977,1388,675,686,406,1,317,702,8340
0,1947,1137,0,929,0,1,0,208,8050
2,1958,951,951,951,0,1,480,0,8010
2,1995,1609,754,754,0,1,525,855,8453
1,1966,892,864,892,0,1,264,0,9477
1,1950,1113,1113,1113,0,0,264,0,9600
2,2004,1436,1436,1436,139,1,484,0,8450
3,2001,1787,1753,1787,198,0,748,0,14781
1,1954,901,901,901,0,1,281,0,6000
2,2003,2048,1054,1072,0,0,552,976,8010
2,1981,2497,2461,2497,266,0,676,0,17778
2,2005,1838,732,734,100,0,372,1104,21930
2,1964,1611,780,798,328,1,442,813,9760
2,1962,1734,912,1085,0,0,440,649,9786
2,2005,1484,783,783,0,0,393,701,10237
2,1977,2022,1160,1156,288,0,505,866,10005
2,2003,1653,812,812,0,1,628,841,8127
3,2008,2018,2002,2018,144,0,746,0,13214
3,2002,1668,1626,1668,257,0,702,0,11248
2,1987,1767,1064,1064,441,0,504,703,5306
3,2008,2822,1734,1734,52,0,1020,1088,13891
3,2009,1680,1555,1680,185,0,1138,0,10933
3,2004,1836,1836,1836,125,0,862,0,11362
3,2005,1614,1614,1614,144,1,865,0,11210
2,2005,1468,1468,1468,0,0,528,0,10440
2,1966,1232,1232,1232,0,1,490,0,9600
3,2006,1746,1746,1746,201,0,758,0,14892
2,2001,2263,1055,1055,0,0,905,1208,9240
1,1965,1565,1187,1565,200,0,299,0,8800
1,1955,960,960,960,0,1,330,0,9768
1,1964,1728,1728,1728,155,1,352,0,10624
2,2004,1959,847,847,100,0,434,1112,11796
4,2005,2790,1620,1632,30,0,1150,1158,12539
3,2005,1964,1964,1964,0,0,892,0,11447
2,2000,1573,756,769,0,1,440,804,2117
2,1963,1394,1394,1394,0,0,514,0,9500
1,1972,768,768,768,192,1,396,0,7200
2,1966,1348,660,660,188,0,453,688,7590
2,2004,1947,991,991,0,0,678,956,12552
2,1978,1096,1008,1096,168,0,484,0,13014
2,1969,1968,784,1168,305,0,530,800,11075
3,2009,1544,1544,1544,0,1,868,0,12883
1,1926,986,960,986,0,0,180,0,6180
2,2003,2486,1122,1146,143,0,452,1340,11800
2,2005,1506,1362,1506,142,0,440,0,3013
2,1962,1716,858,858,0,0,490,858,9247
3,1941,2039,929,2039,0,0,791,0,21299
1,1949,480,480,480,0,1,308,0,9000
3,1892,3608,1107,1518,0,0,840,1518,22950
3,2004,1850,1833,1850,519,0,772,0,16033
3,2006,2473,1094,1102,246,0,675,1371,12292
3,2003,1629,3206,1629,0,0,880,0,10655
2,2004,1200,600,600,0,1,480,600,3182
1,1958,912,912,912,0,1,275,0,10150
2,1975,1074,1056,1074,0,1,495,0,10140
3,2006,1830,1302,1302,0,1,859,528,8778
1,1940,672,672,672,88,1,308,0,5400
1,1950,988,876,988,0,1,276,0,7200
2,1952,1474,1632,1474,0,0,495,0,31220
1,1978,907,907,907,72,1,343,0,16269
3,2007,1542,1542,1542,168,0,852,0,11830
3,1998,2450,1284,1310,0,0,1069,1140,16545
3,2002,1654,1654,1654,0,1,900,0,8125
2,1932,1991,854,1096,0,0,432,895,11275
2,2002,1729,860,860,386,1,542,869,8158
0,1900,2200,1272,1272,0,1,0,928,8777
3,1963,1572,1572,1572,0,0,995,0,35133
2,1924,949,949,949,0,0,370,0,6000
1,1976,1304,264,616,141,0,336,688,2665
0,1955,1152,0,1152,0,1,0,0,6882
1,1950,1074,663,1074,0,0,467,0,11479
3,2005,2728,1848,1848,0,0,706,880,20431
2,2003,1342,698,698,100,0,393,644,8174
2,2000,1512,756,756,0,0,440,756,2117
3,2007,2772,1776,1794,135,0,754,978,14257
4,2000,2787,1168,1168,312,0,820,1619,7939
1,1971,1050,1043,1050,0,1,336,0,8510
3,2005,2046,1994,2046,188,0,878,0,15431
2,1966,1988,1104,1104,0,0,480,884,14670
2,1976,1479,725,725,0,1,475,754,13517
2,2001,1593,1593,1593,0,0,682,0,4923
1,1941,1210,672,832,0,1,240,378,5000
2,1995,1658,773,773,224,0,431,885,8000
2,1950,864,864,864,194,1,720,0,7200
2,1999,1416,696,696,0,1,484,720,2572
2,2007,1162,1162,1162,0,1,483,0,9260
1,1916,1656,660,808,0,1,180,704,10410
2,1971,810,782,810,0,1,576,0,10820
1,1956,1048,1048,1048,0,1,286,0,10152
1,1972,1302,630,630,0,1,264,672,1680
2,2000,1525,1525,1525,219,1,541,0,9100
2,2005,2253,1209,1209,243,0,575,1044,12867
1,1960,1269,1269,1269,0,0,308,0,7931
0,1970,1344,546,798,0,0,0,546,1533
2,1983,884,840,884,240,1,504,0,9180
3,2005,2358,1524,1544,120,0,784,814,11643
2,1957,1839,1477,1839,0,0,416,0,14442
3,2004,1884,1884,1884,214,0,670,0,15401
1,1920,1362,951,986,0,1,280,376,7550
2,1956,1728,1048,1728,0,0,576,0,13495
1,1975,938,938,938,145,1,308,0,9200
1,1962,1812,864,876,0,0,264,936,7590
0,1955,1152,0,1152,0,1,0,0,6845
1,1959,1256,1256,1256,0,1,311,0,8000
2,1978,1456,855,855,147,0,440,601,2364
1,1926,1479,624,743,530,0,312,736,7000
2,1992,1845,1055,1055,635,0,462,790,11218
2,1952,1488,0,1488,0,0,569,0,12048
2,1967,1510,1510,1510,0,1,517,0,9680
2,1957,1392,1392,1392,0,0,458,0,11900
1,1940,804,788,804,0,0,240,0,7200
2,2006,1241,1241,1241,0,1,569,0,4274
2,1974,1350,1064,1350,0,0,478,0,10140
2,2005,1500,750,750,0,1,564,750,8846
2,1976,954,911,954,0,1,576,0,10780
3,2002,1786,1778,1786,182,0,715,0,14860
1,1967,900,882,900,0,1,280,0,9819
3,1995,2113,2109,2113,236,0,839,0,10437
2,1946,1958,979,979,0,1,492,979,7136
3,2006,1694,1694,1694,0,0,856,0,11825
2,1908,2358,907,1307,486,0,360,1051,45600
3,2003,3279,1650,1690,503,0,841,1589,53504
2,2000,1652,1494,1652,96,1,499,0,5330
1,1977,894,894,894,192,1,308,0,6285
2,1978,1857,945,945,400,0,482,912,10530
2,2005,1336,1336,1336,136,1,502,0,8772
2,1991,1689,1680,1689,428,0,432,0,9990
3,1999,2312,1177,1223,298,0,658,1089,15896
1,1930,1162,728,728,0,1,258,434,6120
1,1957,1176,1176,1176,0,0,292,0,8856
3,2007,1698,1698,1698,327,0,768,0,13286
1,1936,1324,672,757,0,1,240,567,6000
0,1918,1020,1020,1020,0,1,0,0,4761
1,1900,1178,859,859,68,1,384,319,8712
2,2004,1640,798,798,138,1,520,842,8366
2,1954,1663,1364,1663,224,0,529,0,53227
2,1968,1388,1388,1388,0,0,522,0,12000
3,2006,1670,1670,1670,0,0,928,0,15218
2,1970,2217,2217,2217,81,0,621,0,15865
1,1957,1364,1179,1364,0,0,331,0,8400
2,1969,1054,1054,1054,180,1,460,0,9750
1,1924,1142,468,822,0,1,320,320,6000
1,1930,1654,297,1001,244,0,336,653,4960
2,2004,1374,384,744,100,0,400,630,11084
2,1970,768,768,768,104,1,624,0,7244
1,1982,816,816,816,0,0,264,0,6600
2,1970,2411,1008,1403,0,0,570,1008,8000
1,1936,1639,1064,1166,0,1,240,0,10480
1,1967,892,892,892,0,1,288,0,7150
1,1958,912,912,912,12,1,297,0,7535
2,1982,845,845,845,0,1,360,0,7599
2,2002,1894,817,824,0,0,510,1070,11316
1,1950,1252,1032,1032,0,1,288,220,9600
0,1945,670,370,442,0,1,0,228,3500
2,1999,1647,953,953,0,0,460,694,7917
2,1965,1728,1728,1728,0,1,576,0,11072
1,1965,894,894,894,416,0,336,0,8450
2,1981,1479,725,725,167,0,484,754,12090
2,1953,1505,1505,1505,0,0,505,0,12160
0,2006,1100,1100,1100,0,1,0,0,7500
2,2006,1486,1461,1486,0,1,566,0,7441
2,2006,1448,1372,1448,0,0,692,0,7500
2,1961,1235,1235,1235,0,1,480,0,8500
1,1970,914,914,914,120,1,368,0,7920
1,1927,1642,728,914,0,0,374,728,9863
1,1962,1040,1040,1040,0,1,260,0,6897
3,1969,1424,1100,1424,144,1,828,0,41600
2,1967,2126,1013,1160,486,1,538,966,28698
1,1970,864,864,864,0,1,280,0,9353
1,1915,1680,840,840,0,1,308,840,15576
1,1940,672,672,672,168,1,240,0,10200
2,1963,1128,1120,1128,192,1,525,0,8700
2,1993,1797,1152,1152,162,0,616,645,12961
0,1940,599,416,599,0,1,0,0,5400
2,1968,1440,720,720,192,0,480,720,11227
1,1954,833,833,833,0,1,326,0,5400
3,2001,2649,1479,1515,0,0,746,1134,16900
3,2000,2855,1540,1540,247,0,774,1315,9233
3,1932,1609,637,959,0,0,579,650,12320
2,1977,2620,1361,1361,155,0,600,1259,18890
3,2006,2322,1035,1082,400,1,617,1240,12104
2,1977,1676,1160,1676,690,0,672,0,33983
2,1991,1478,1454,1478,114,0,506,0,9928
2,2003,1456,1273,1456,143,0,400,0,3196
0,1920,720,720,720,0,1,0,0,7879
2,2004,1102,551,551,0,1,480,551,5105
2,1958,960,960,960,0,1,624,0,9750
2,1975,1701,1390,1701,0,0,611,0,16647
2,1955,1005,1005,1005,0,0,672,0,10434
2,1968,1051,1051,1051,0,1,504,0,9600
0,1914,1484,742,742,0,0,0,742,6300
